ts,x1,y1,z1,x2,y2,z2,u1,v1,w1,u2,v2,w2
0,0.0049991,0.02,0,0.995,-1.79648e-09,0,49.991,0.000179648,0,-49.9991,-1.79648e-05,0
1,0.00999729,0.0200001,0,0.99,-5.44441e-09,0,49.9819,0.000364793,0,-49.9982,-3.64793e-05,0
2,0.0149945,0.0200001,0,0.985001,-1.1001e-08,0,49.9725,0.00055566,0,-49.9973,-5.5566e-05,0
3,0.0199908,0.0200002,0,0.980001,-1.85259e-08,0,49.963,0.000752488,0,-49.9963,-7.52488e-05,0
4,0.0249862,0.0200003,0,0.975001,-2.80812e-08,0,49.9532,0.000955526,0,-49.9953,-9.55526e-05,0
5,0.0299805,0.0200004,0,0.970002,-3.97315e-08,0,49.9433,0.00116504,0,-49.9943,-0.000116504,0
6,0.0349738,0.0200005,0,0.965003,-5.35446e-08,0,49.9331,0.0013813,0,-49.9933,-0.00013813,0
7,0.0399661,0.0200007,0,0.960003,-6.95907e-08,0,49.9227,0.00160461,0,-49.9923,-0.000160461,0
8,0.0449573,0.0200009,0,0.955004,-8.79434e-08,0,49.9121,0.00183527,0,-49.9912,-0.000183527,0
9,0.0499474,0.0200011,0,0.950005,-1.0868e-07,0,49.9013,0.00207361,0,-49.9901,-0.000207361,0
10,0.0549364,0.0200013,0,0.945006,-1.31879e-07,0,49.8902,0.00231998,0,-49.989,-0.000231998,0
11,0.0599243,0.0200016,0,0.940008,-1.57627e-07,0,49.8788,0.00257473,0,-49.9879,-0.000257473,0
12,0.064911,0.0200019,0,0.935009,-1.86009e-07,0,49.8672,0.00283825,0,-49.9867,-0.000283825,0
13,0.0698966,0.0200022,0,0.93001,-2.17119e-07,0,49.8554,0.00311094,0,-49.9855,-0.000311094,0
14,0.0748809,0.0200025,0,0.925012,-2.51051e-07,0,49.8432,0.00339325,0,-49.9843,-0.000339325,0
15,0.079864,0.0200029,0,0.920014,-2.87907e-07,0,49.8308,0.00368561,0,-49.9831,-0.000368561,0
16,0.0848458,0.0200033,0,0.915015,-3.27792e-07,0,49.8181,0.00398852,0,-49.9818,-0.000398852,0
17,0.0898263,0.0200037,0,0.910017,-3.70817e-07,0,49.8051,0.00430249,0,-49.9805,-0.000430249,0
18,0.0948054,0.0200042,0,0.905019,-4.17098e-07,0,49.7917,0.00462806,0,-49.9792,-0.000462806,0
19,0.0997832,0.0200047,0,0.900022,-4.66756e-07,0,49.778,0.0049658,0,-49.9778,-0.00049658,0
20,0.10476,0.0200052,0,0.895024,-5.19919e-07,0,49.764,0.00531633,0,-49.9764,-0.000531633,0
21,0.109735,0.0200058,0,0.890027,-5.76722e-07,0,49.7496,0.00568031,0,-49.975,-0.000568031,0
22,0.114708,0.0200064,0,0.885029,-6.37306e-07,0,49.7349,0.00605842,0,-49.9735,-0.000605842,0
23,0.11968,0.020007,0,0.880032,-7.01821e-07,0,49.7197,0.00645141,0,-49.972,-0.000645141,0
24,0.12465,0.0200077,0,0.875035,-7.70421e-07,0,49.7042,0.00686007,0,-49.9704,-0.000686007,0
25,0.129619,0.0200084,0,0.870038,-8.43274e-07,0,49.6883,0.00728523,0,-49.9688,-0.000728523,0
26,0.134587,0.0200092,0,0.865041,-9.20551e-07,0,49.6719,0.00772779,0,-49.9672,-0.000772779,0
27,0.139552,0.02001,0,0.860045,-1.00244e-06,0,49.6551,0.00818872,0,-49.9655,-0.000818872,0
28,0.144516,0.0200109,0,0.855048,-1.08913e-06,0,49.6378,0.00866904,0,-49.9638,-0.000866904,0
29,0.149478,0.0200118,0,0.850052,-1.18083e-06,0,49.62,0.00916986,0,-49.962,-0.000916986,0
30,0.154438,0.0200128,0,0.845056,-1.27775e-06,0,49.6017,0.00969234,0,-49.9602,-0.000969234,0
31,0.159396,0.0200138,0,0.84006,-1.38013e-06,0,49.5829,0.0102378,0,-49.9583,-0.00102378,0
32,0.164353,0.0200149,0,0.835065,-1.4882e-06,0,49.5635,0.0108075,0,-49.9564,-0.00108075,0
33,0.169307,0.020016,0,0.830069,-1.60223e-06,0,49.5436,0.0114029,0,-49.9544,-0.00114029,0
34,0.174259,0.0200172,0,0.825074,-1.72249e-06,0,49.523,0.0120257,0,-49.9523,-0.00120257,0
35,0.179209,0.0200185,0,0.820079,-1.84926e-06,0,49.5018,0.0126775,0,-49.9502,-0.00126775,0
36,0.184157,0.0200198,0,0.815084,-1.98287e-06,0,49.48,0.0133601,0,-49.948,-0.00133601,0
37,0.189103,0.0200212,0,0.81009,-2.12362e-06,0,49.4574,0.0140755,0,-49.9457,-0.00140755,0
38,0.194047,0.0200227,0,0.805095,-2.27188e-06,0,49.4341,0.0148259,0,-49.9434,-0.00148259,0
39,0.198988,0.0200243,0,0.800101,-2.42801e-06,0,49.4101,0.0156135,0,-49.941,-0.00156135,0
40,0.203926,0.0200259,0,0.795107,-2.59242e-06,0,49.3853,0.0164408,0,-49.9385,-0.00164408,0
41,0.208862,0.0200277,0,0.790114,-2.76553e-06,0,49.3596,0.0173105,0,-49.936,-0.00173105,0
42,0.213795,0.0200295,0,0.78512,-2.94778e-06,0,49.3331,0.0182257,0,-49.9333,-0.00182257,0
43,0.218726,0.0200314,0,0.780127,-3.13968e-06,0,49.3056,0.0191893,0,-49.9306,-0.00191893,0
44,0.223654,0.0200334,0,0.775135,-3.34173e-06,0,49.2771,0.0202051,0,-49.9277,-0.00202051,0
45,0.228578,0.0200355,0,0.770142,-3.5545e-06,0,49.2476,0.0212767,0,-49.9248,-0.00212767,0
46,0.2335,0.0200378,0,0.76515,-3.77858e-06,0,49.217,0.0224083,0,-49.9217,-0.00224083,0
47,0.238419,0.0200401,0,0.760158,-4.01462e-06,0,49.1853,0.0236044,0,-49.9185,-0.00236044,0
48,0.243334,0.0200426,0,0.755167,-4.26332e-06,0,49.1524,0.0248701,0,-49.9152,-0.00248701,0
49,0.248246,0.0200453,0,0.750175,-4.52543e-06,0,49.1181,0.0262107,0,-49.9118,-0.00262107,0
50,0.253154,0.020048,0,0.745185,-4.80175e-06,0,49.0825,0.0276324,0,-49.9083,-0.00276324,0
51,0.258059,0.0200509,0,0.740194,-5.09317e-06,0,49.0455,0.0291417,0,-49.9046,-0.00291417,0
52,0.262959,0.020054,0,0.735204,-5.40063e-06,0,49.0069,0.0307459,0,-49.9007,-0.00307459,0
53,0.267856,0.0200573,0,0.730214,-5.72516e-06,0,48.9667,0.0324532,0,-49.8967,-0.00324532,0
54,0.272748,0.0200607,0,0.725225,-6.06789e-06,0,48.9248,0.0342724,0,-49.8925,-0.00342724,0
55,0.277636,0.0200643,0,0.720236,-6.43002e-06,0,48.8811,0.0362135,0,-49.8881,-0.00362135,0
56,0.28252,0.0200681,0,0.715248,-6.8129e-06,0,48.8353,0.0382877,0,-49.8835,-0.00382877,0
57,0.287399,0.0200722,0,0.71026,-7.21797e-06,0,48.7875,0.0405073,0,-49.8787,-0.00405073,0
58,0.292272,0.0200765,0,0.705273,-7.64683e-06,0,48.7374,0.042886,0,-49.8737,-0.0042886,0
59,0.297141,0.020081,0,0.700286,-8.10122e-06,0,48.6849,0.0454394,0,-49.8685,-0.00454394,0
60,0.302004,0.0200858,0,0.6953,-8.58307e-06,0,48.6298,0.0481848,0,-49.863,-0.00481848,0
61,0.306861,0.0200909,0,0.690314,-9.09449e-06,0,48.5719,0.051142,0,-49.8572,-0.0051142,0
62,0.311712,0.0200964,0,0.685329,-9.63782e-06,0,48.511,0.054333,0,-49.8511,-0.0054333,0
63,0.316557,0.0201022,0,0.680344,-1.02157e-05,0,48.4469,0.057783,0,-49.8447,-0.0057783,0
64,0.321395,0.0201083,0,0.675361,-1.08309e-05,0,48.3793,0.0615205,0,-49.8379,-0.00615205,0
65,0.326226,0.0201149,0,0.670377,-1.14866e-05,0,48.3079,0.0655782,0,-49.8308,-0.00655782,0
66,0.331049,0.0201219,0,0.665395,-1.21866e-05,0,48.2324,0.0699933,0,-49.8232,-0.00699933,0
67,0.335864,0.0201293,0,0.660414,-1.29347e-05,0,48.1525,0.0748088,0,-49.8152,-0.00748088,0
68,0.340671,0.0201374,0,0.655433,-1.37354e-05,0,48.0676,0.080074,0,-49.8068,-0.0080074,0
69,0.345469,0.0201459,0,0.650453,-1.45939e-05,0,47.9775,0.0858462,0,-49.7977,-0.00858462,0
70,0.350257,0.0201552,0,0.645474,-1.55158e-05,0,47.8815,0.0921919,0,-49.7881,-0.00921919,0
71,0.355035,0.0201651,0,0.640497,-1.65077e-05,0,47.779,0.0991889,0,-49.7779,-0.00991889,0
72,0.359802,0.0201758,0,0.63552,-1.7577e-05,0,47.6696,0.106929,0,-49.767,-0.0106929,0
73,0.364557,0.0201873,0,0.630544,-1.87321e-05,0,47.5523,0.115518,0,-49.7552,-0.0115518,0
74,0.3693,0.0201998,0,0.62557,-1.9983e-05,0,47.4263,0.125086,0,-49.7426,-0.0125086,0
75,0.374029,0.0202134,0,0.620597,-2.13408e-05,0,47.2908,0.135784,0,-49.7291,-0.0135784,0
76,0.378743,0.0202282,0,0.615626,-2.28188e-05,0,47.1444,0.147794,0,-49.7144,-0.0147794,0
77,0.383442,0.0202443,0,0.610656,-2.44322e-05,0,46.986,0.161339,0,-49.6986,-0.0161339,0
78,0.388123,0.020262,0,0.605688,-2.6199e-05,0,46.8139,0.176685,0,-49.6814,-0.0176685,0
79,0.392786,0.0202814,0,0.600721,-2.81406e-05,0,46.6265,0.194163,0,-49.6627,-0.0194163,0
80,0.397428,0.0203028,0,0.595757,-3.02824e-05,0,46.4216,0.214179,0,-49.6422,-0.0214179,0
81,0.402048,0.0203265,0,0.590795,-3.26548e-05,0,46.1966,0.237241,0,-49.6197,-0.0237241,0
82,0.406642,0.0203529,0,0.585836,-3.52947e-05,0,45.9487,0.263985,0,-49.5949,-0.0263985,0
83,0.41121,0.0203825,0,0.580879,-3.82469e-05,0,45.6741,0.295223,0,-49.5674,-0.0295223,0
84,0.415747,0.0204157,0,0.575925,-4.15669e-05,0,45.3686,0.331998,0,-49.5369,-0.0331998,0
85,0.420249,0.0204532,0,0.570975,-4.53235e-05,0,45.0267,0.375664,0,-49.5027,-0.0375664,0
86,0.424713,0.020496,0,0.566029,-4.96036e-05,0,44.6418,0.428009,0,-49.4642,-0.0428009,0
87,0.429134,0.0205452,0,0.561087,-5.45179e-05,0,44.2056,0.491423,0,-49.4206,-0.0491423,0
88,0.433505,0.0206021,0,0.55615,-6.02094e-05,0,43.7077,0.56915,0,-49.3708,-0.056915,0
89,0.437818,0.0206687,0,0.551218,-6.68661e-05,0,43.1348,0.665678,0,-49.3135,-0.0665678,0
90,0.442065,0.0207474,0,0.546293,-7.47394e-05,0,42.4695,0.787326,0,-49.247,-0.0787326,0
91,0.446234,0.0208417,0,0.541377,-8.41713e-05,0,41.6893,0.943185,0,-49.1689,-0.0943185,0
92,0.450311,0.0209564,0,0.536469,-9.56375e-05,0,40.7644,1.14663,0,-49.0764,-0.114663,0
93,0.454276,0.0210982,0,0.531572,-0.000109816,0,39.6545,1.41782,0,-48.9654,-0.141782,0
94,0.458107,0.021277,0,0.526689,-0.000127696,0,38.3053,1.78798,0,-48.8305,-0.178798,0
95,0.461771,0.0215076,0,0.521823,-0.000150763,0,36.6432,2.30674,0,-48.6643,-0.230674,0
96,0.465228,0.0218131,0,0.516977,-0.000181313,0,34.5686,3.05498,0,-48.4569,-0.305498,0
97,0.468423,0.0222298,0,0.512158,-0.000222982,0,31.9524,4.16689,0,-48.1952,-0.416689,0
98,0.471287,0.0228163,0,0.507371,-0.000281635,0,28.6441,5.86533,0,-47.8644,-0.586533,0
99,0.473739,0.0236669,0,0.502626,-0.000366687,0,24.5201,8.50515,0,-47.452,-0.850515,0
100,0.475702,0.0249245,0,0.49793,-0.000492448,0,19.6271,12.5761,0,-46.9627,-1.25761,0
101,0.477146,0.0267755,0,0.493285,-0.000677552,0,14.4375,18.5104,0,-46.4437,-1.85104,0
102,0.47814,0.0293905,0,0.488686,-0.000939055,0,9.946,26.1503,0,-45.9946,-2.61503,0
103,0.478849,0.0328289,0,0.484115,-0.00128289,0,7.08332,34.3836,0,-45.7083,-3.43836,0
104,0.479442,0.0370129,0,0.479556,-0.00170129,0,5.93225,41.8395,0,-45.5932,-4.18395,0
105,0.480034,0.0417965,0,0.474997,-0.00217965,0,5.91463,47.8362,0,-45.5915,-4.78362,0
106,0.480677,0.0470358,0,0.470432,-0.00270358,0,6.43663,52.3937,0,-45.6437,-5.23937,0
107,0.481391,0.0526166,0,0.465861,-0.00326166,0,7.13969,55.8071,0,-45.714,-5.58071,0
108,0.482177,0.0584547,0,0.461282,-0.00384547,0,7.85523,58.3816,0,-45.7855,-5.83816,0
109,0.483028,0.0644902,0,0.456697,-0.00444902,0,8.51711,60.3551,0,-45.8517,-6.03551,0
110,0.483939,0.0706799,0,0.452106,-0.00506799,0,9.10597,61.8968,0,-45.9106,-6.18968,0
111,0.484901,0.0769923,0,0.44751,-0.00569923,0,9.62175,63.1242,0,-45.9622,-6.31242,0
112,0.485908,0.0834042,0,0.442909,-0.00634042,0,10.0714,64.1185,0,-46.0071,-6.41185,0
113,0.486955,0.0898979,0,0.438305,-0.00698979,0,10.4635,64.937,0,-46.0464,-6.4937,0
114,0.488035,0.0964599,0,0.433696,-0.00764599,0,10.8067,65.6204,0,-46.0807,-6.56204,0
115,0.489146,0.10308,0,0.429085,-0.00830797,0,11.1082,66.1981,0,-46.1108,-6.61981,0
116,0.490284,0.109749,0,0.424472,-0.00897489,0,11.3746,66.6921,0,-46.1375,-6.66921,0
117,0.491445,0.116461,0,0.419856,-0.00964608,0,11.6111,67.1187,0,-46.1611,-6.71187,0
118,0.492627,0.12321,0,0.415237,-0.010321,0,11.8221,67.4904,0,-46.1822,-6.74904,0
119,0.493828,0.129992,0,0.410617,-0.0109992,0,12.0113,67.8169,0,-46.2011,-6.78169,0
120,0.495046,0.136802,0,0.405995,-0.0116802,0,12.1817,68.1057,0,-46.2182,-6.81057,0
121,0.49628,0.143638,0,0.401372,-0.0123638,0,12.3359,68.3628,0,-46.2336,-6.83628,0
122,0.497527,0.150498,0,0.396747,-0.0130498,0,12.476,68.5931,0,-46.2476,-6.85931,0
123,0.498788,0.157378,0,0.392121,-0.0137378,0,12.6038,68.8004,0,-46.2604,-6.88004,0
124,0.50006,0.164277,0,0.387494,-0.0144277,0,12.7207,68.988,0,-46.2721,-6.8988,0
125,0.501343,0.171192,0,0.382866,-0.0151192,0,12.8281,69.1585,0,-46.2828,-6.91585,0
126,0.502635,0.178124,0,0.378236,-0.0158124,0,12.9271,69.3141,0,-46.2927,-6.93141,0
127,0.503937,0.185069,0,0.373606,-0.0165069,0,13.0185,69.4566,0,-46.3018,-6.94566,0
128,0.505248,0.192028,0,0.368975,-0.0172028,0,13.1032,69.5876,0,-46.3103,-6.95876,0
129,0.506566,0.198999,0,0.364343,-0.0178999,0,13.1818,69.7084,0,-46.3182,-6.97084,0
130,0.507891,0.205981,0,0.359711,-0.0185981,0,13.2551,69.8201,0,-46.3255,-6.98201,0
131,0.509224,0.212973,0,0.355078,-0.0192973,0,13.3235,69.9237,0,-46.3323,-6.99237,0
132,0.510562,0.219975,0,0.350444,-0.0199975,0,13.3874,70.0201,0,-46.3387,-7.00201,0
133,0.511907,0.226986,0,0.345809,-0.0206986,0,13.4474,70.1099,0,-46.3447,-7.01099,0
134,0.513257,0.234006,0,0.341174,-0.0214006,0,13.5037,70.1938,0,-46.3504,-7.01938,0
135,0.514613,0.241033,0,0.336539,-0.0221033,0,13.5566,70.2724,0,-46.3557,-7.02724,0
136,0.515974,0.248068,0,0.331903,-0.0228068,0,13.6065,70.3462,0,-46.3607,-7.03462,0
137,0.517339,0.255109,0,0.327266,-0.0235109,0,13.6536,70.4155,0,-46.3654,-7.04155,0
138,0.518709,0.262157,0,0.322629,-0.0242157,0,13.6981,70.4808,0,-46.3698,-7.04808,0
139,0.520083,0.269212,0,0.317992,-0.0249212,0,13.7403,70.5423,0,-46.374,-7.05423,0
140,0.521461,0.276272,0,0.313354,-0.0256272,0,13.7802,70.6005,0,-46.378,-7.06005,0
141,0.522843,0.283337,0,0.308716,-0.0263337,0,13.8182,70.6555,0,-46.3818,-7.06555,0
142,0.524228,0.290408,0,0.304077,-0.0270408,0,13.8542,70.7077,0,-46.3854,-7.07077,0
143,0.525617,0.297484,0,0.299438,-0.0277484,0,13.8886,70.7572,0,-46.3889,-7.07572,0
144,0.527009,0.304564,0,0.294799,-0.0284564,0,13.9213,70.8042,0,-46.3921,-7.08042,0
145,0.528404,0.311649,0,0.29016,-0.0291649,0,13.9525,70.8489,0,-46.3952,-7.08489,0
146,0.529803,0.318738,0,0.28552,-0.0298738,0,13.9822,70.8915,0,-46.3982,-7.08915,0
147,0.531204,0.325831,0,0.28088,-0.0305831,0,14.0107,70.9321,0,-46.4011,-7.09321,0
148,0.532608,0.332928,0,0.276239,-0.0312928,0,14.0379,70.9709,0,-46.4038,-7.09709,0
149,0.534014,0.340029,0,0.271599,-0.0320029,0,14.064,71.008,0,-46.4064,-7.1008,0
