ts,time,wall_time,mp_count.O+,real_count.O+,px.O+,py.O+,pz.O+,KE.O+,PE,E_total
267,2.68e-05,163.07,750348,7.50348e+07,-4.17063e-19,3.03556e-20,1.54225e-14,6.00337e-11,2.29345e-12,6.23271e-11
268,2.69e-05,163.602,753148,7.53148e+07,-4.17063e-19,3.05514e-20,1.54815e-14,6.02707e-11,2.28018e-12,6.25509e-11
269,2.7e-05,164.157,755947,7.55947e+07,-4.17077e-19,3.07103e-20,1.55405e-14,6.05076e-11,2.26691e-12,6.27745e-11
270,2.71e-05,164.7,758747,7.58747e+07,-4.17081e-19,3.08219e-20,1.55995e-14,6.07445e-11,2.25366e-12,6.29982e-11
271,2.72e-05,165.232,761547,7.61547e+07,-4.1709e-19,3.0894e-20,1.56585e-14,6.09815e-11,2.24042e-12,6.32219e-11
272,2.73e-05,165.781,764347,7.64347e+07,-4.17108e-19,3.09238e-20,1.57175e-14,6.12184e-11,2.22718e-12,6.34455e-11
273,2.74e-05,166.362,767146,7.67146e+07,-4.17125e-19,3.08952e-20,1.57764e-14,6.14551e-11,2.21396e-12,6.36691e-11
274,2.75e-05,166.916,769944,7.69944e+07,-4.17155e-19,3.08623e-20,1.58353e-14,6.16918e-11,2.20074e-12,6.38925e-11
275,2.76e-05,167.467,772744,7.72744e+07,-4.17197e-19,3.08338e-20,1.58943e-14,6.19286e-11,2.18753e-12,6.41161e-11
276,2.77e-05,167.99,775543,7.75543e+07,-4.17237e-19,3.08022e-20,1.59532e-14,6.21653e-11,2.17434e-12,6.43396e-11
277,2.78e-05,168.52,778343,7.78343e+07,-4.17281e-19,3.07639e-20,1.60122e-14,6.2402e-11,2.16115e-12,6.45631e-11
278,2.79e-05,169.047,781142,7.81142e+07,-4.17326e-19,3.06977e-20,1.60711e-14,6.26386e-11,2.14798e-12,6.47865e-11
279,2.8e-05,169.583,783942,7.83942e+07,-4.17378e-19,3.06304e-20,1.613e-14,6.28752e-11,2.13483e-12,6.501e-11
280,2.81e-05,170.096,786742,7.86742e+07,-4.17427e-19,3.05503e-20,1.61889e-14,6.31118e-11,2.12168e-12,6.52334e-11
281,2.82e-05,170.685,789542,7.89542e+07,-4.17482e-19,3.04608e-20,1.62478e-14,6.33483e-11,2.10855e-12,6.54569e-11
282,2.83e-05,171.21,792342,7.92342e+07,-4.17539e-19,3.03608e-20,1.63068e-14,6.35848e-11,2.09542e-12,6.56802e-11
283,2.84e-05,171.772,795141,7.95141e+07,-4.17584e-19,3.02488e-20,1.63656e-14,6.38212e-11,2.0823e-12,6.59035e-11
284,2.85e-05,172.304,797939,7.97939e+07,-4.17642e-19,3.01247e-20,1.64245e-14,6.40574e-11,2.06919e-12,6.61266e-11
285,2.86e-05,172.829,800737,8.00737e+07,-4.17688e-19,2.99984e-20,1.64833e-14,6.42936e-11,2.05608e-12,6.63497e-11
286,2.87e-05,173.358,803537,8.03537e+07,-4.17759e-19,2.98678e-20,1.65422e-14,6.45299e-11,2.04298e-12,6.65729e-11
287,2.88e-05,173.884,806336,8.06336e+07,-4.17846e-19,2.97336e-20,1.66011e-14,6.47661e-11,2.0299e-12,6.6796e-11
288,2.89e-05,174.402,809136,8.09136e+07,-4.17944e-19,2.96065e-20,1.66599e-14,6.50023e-11,2.01683e-12,6.70191e-11
289,2.9e-05,174.923,811936,8.11936e+07,-4.18068e-19,2.94814e-20,1.67188e-14,6.52385e-11,2.00378e-12,6.72422e-11
290,2.91e-05,175.444,814736,8.14736e+07,-4.18215e-19,2.93661e-20,1.67776e-14,6.54746e-11,1.99073e-12,6.74653e-11
291,2.92e-05,175.969,817536,8.17536e+07,-4.1838e-19,2.92641e-20,1.68365e-14,6.57106e-11,1.97769e-12,6.76883e-11
292,2.93e-05,176.502,820335,8.20335e+07,-4.18557e-19,2.91813e-20,1.68953e-14,6.59466e-11,1.96466e-12,6.79112e-11
293,2.94e-05,177.006,823135,8.23135e+07,-4.18746e-19,2.91242e-20,1.69541e-14,6.61825e-11,1.95164e-12,6.81342e-11
294,2.95e-05,177.525,825935,8.25935e+07,-4.18939e-19,2.90972e-20,1.70129e-14,6.64184e-11,1.93862e-12,6.8357e-11
295,2.96e-05,178.055,828735,8.28735e+07,-4.19147e-19,2.90931e-20,1.70717e-14,6.66543e-11,1.92561e-12,6.85799e-11
296,2.97e-05,178.591,831535,8.31535e+07,-4.19373e-19,2.9099e-20,1.71305e-14,6.689e-11,1.91261e-12,6.88027e-11
297,2.98e-05,179.141,834333,8.34333e+07,-4.19612e-19,2.9111e-20,1.71893e-14,6.71256e-11,1.89962e-12,6.90252e-11
298,2.99e-05,179.639,837133,8.37133e+07,-4.19877e-19,2.91296e-20,1.72481e-14,6.73613e-11,1.88664e-12,6.92479e-11
299,3e-05,180.132,839931,8.39931e+07,-4.20162e-19,2.9164e-20,1.73068e-14,6.75967e-11,1.87367e-12,6.94703e-11
300,3.01e-05,180.633,842729,8.42729e+07,-4.20482e-19,2.91596e-20,1.73655e-14,6.7832e-11,1.86071e-12,6.96927e-11
301,3.02e-05,181.18,845527,8.45527e+07,-4.20801e-19,2.91555e-20,1.74242e-14,6.80673e-11,1.84776e-12,6.99151e-11
302,3.03e-05,181.72,848327,8.48327e+07,-4.21106e-19,2.91465e-20,1.7483e-14,6.83027e-11,1.83483e-12,7.01375e-11
303,3.04e-05,182.238,851127,8.51127e+07,-4.21405e-19,2.91292e-20,1.75417e-14,6.85381e-11,1.8219e-12,7.036e-11
304,3.05e-05,182.746,853926,8.53926e+07,-4.21692e-19,2.90922e-20,1.76004e-14,6.87733e-11,1.80898e-12,7.05823e-11
305,3.06e-05,183.257,856726,8.56726e+07,-4.21973e-19,2.90438e-20,1.76591e-14,6.90085e-11,1.79606e-12,7.08046e-11
306,3.07e-05,183.763,859524,8.59524e+07,-4.22264e-19,2.89782e-20,1.77178e-14,6.92435e-11,1.78315e-12,7.10266e-11
307,3.08e-05,184.275,862323,8.62323e+07,-4.22535e-19,2.88987e-20,1.77765e-14,6.94785e-11,1.77025e-12,7.12487e-11
308,3.09e-05,184.781,865122,8.65122e+07,-4.22787e-19,2.87887e-20,1.78352e-14,6.97134e-11,1.75735e-12,7.14707e-11
309,3.1e-05,185.287,867922,8.67922e+07,-4.23061e-19,2.86693e-20,1.78938e-14,6.99483e-11,1.74448e-12,7.16928e-11
310,3.11e-05,185.784,870720,8.7072e+07,-4.23341e-19,2.8571e-20,1.79525e-14,7.0183e-11,1.73161e-12,7.19146e-11
311,3.12e-05,186.269,873519,8.73519e+07,-4.23635e-19,2.8458e-20,1.80111e-14,7.04177e-11,1.71875e-12,7.21364e-11
312,3.13e-05,186.756,876318,8.76318e+07,-4.23919e-19,2.83453e-20,1.80697e-14,7.06523e-11,1.70591e-12,7.23582e-11
313,3.14e-05,187.256,879117,8.79117e+07,-4.24211e-19,2.82357e-20,1.81283e-14,7.08869e-11,1.69307e-12,7.25799e-11
314,3.15e-05,187.773,881917,8.81917e+07,-4.24518e-19,2.81381e-20,1.8187e-14,7.11214e-11,1.68024e-12,7.28017e-11
315,3.16e-05,188.289,884717,8.84717e+07,-4.24828e-19,2.805e-20,1.82456e-14,7.13559e-11,1.66742e-12,7.30233e-11
316,3.17e-05,188.773,887516,8.87516e+07,-4.25128e-19,2.79547e-20,1.83042e-14,7.15902e-11,1.65461e-12,7.32448e-11
317,3.18e-05,189.256,890315,8.90315e+07,-4.25455e-19,2.78972e-20,1.83627e-14,7.18244e-11,1.6418e-12,7.34662e-11
318,3.19e-05,189.743,893114,8.93114e+07,-4.25765e-19,2.78571e-20,1.84213e-14,7.20586e-11,1.629e-12,7.36876e-11
319,3.2e-05,190.221,895913,8.95913e+07,-4.26068e-19,2.78255e-20,1.84798e-14,7.22926e-11,1.61621e-12,7.39089e-11
320,3.21e-05,190.711,898712,8.98712e+07,-4.26361e-19,2.78096e-20,1.85384e-14,7.25266e-11,1.60344e-12,7.413e-11
321,3.22e-05,191.25,901511,9.01511e+07,-4.26649e-19,2.78119e-20,1.85969e-14,7.27605e-11,1.59067e-12,7.43512e-11
322,3.23e-05,191.743,904311,9.04311e+07,-4.26934e-19,2.78567e-20,1.86554e-14,7.29944e-11,1.57792e-12,7.45723e-11
323,3.24e-05,192.234,907111,9.07111e+07,-4.27215e-19,2.79352e-20,1.8714e-14,7.32282e-11,1.56518e-12,7.47934e-11
324,3.25e-05,192.726,909909,9.09909e+07,-4.2748e-19,2.8031e-20,1.87724e-14,7.34617e-11,1.55245e-12,7.50142e-11
325,3.26e-05,193.208,912707,9.12707e+07,-4.27703e-19,2.81557e-20,1.88309e-14,7.36952e-11,1.53973e-12,7.52349e-11
326,3.27e-05,193.686,915507,9.15507e+07,-4.27915e-19,2.83056e-20,1.88894e-14,7.39287e-11,1.52702e-12,7.54557e-11
327,3.28e-05,194.168,918307,9.18307e+07,-4.28109e-19,2.84818e-20,1.89478e-14,7.41622e-11,1.51432e-12,7.56765e-11
328,3.29e-05,194.65,921106,9.21106e+07,-4.28285e-19,2.86765e-20,1.90063e-14,7.43955e-11,1.50162e-12,7.58971e-11
329,3.3e-05,195.134,923906,9.23906e+07,-4.28452e-19,2.88917e-20,1.90647e-14,7.46287e-11,1.48894e-12,7.61177e-11
330,3.31e-05,195.604,926705,9.26705e+07,-4.28612e-19,2.91367e-20,1.91231e-14,7.48618e-11,1.47627e-12,7.63381e-11
331,3.32e-05,196.076,929504,9.29504e+07,-4.28743e-19,2.94161e-20,1.91816e-14,7.50948e-11,1.46361e-12,7.65584e-11
332,3.33e-05,196.549,932302,9.32302e+07,-4.28869e-19,2.97105e-20,1.92399e-14,7.53276e-11,1.45096e-12,7.67786e-11
333,3.34e-05,197.017,935099,9.35099e+07,-4.28976e-19,2.99979e-20,1.92983e-14,7.55603e-11,1.43833e-12,7.69986e-11
334,3.35e-05,197.481,937895,9.37895e+07,-4.29109e-19,3.03027e-20,1.93566e-14,7.57927e-11,1.42571e-12,7.72184e-11
335,3.36e-05,197.964,940695,9.40695e+07,-4.29235e-19,3.05845e-20,1.94149e-14,7.60254e-11,1.41311e-12,7.74385e-11
336,3.37e-05,198.441,943494,9.43494e+07,-4.29347e-19,3.08155e-20,1.94733e-14,7.62578e-11,1.40052e-12,7.76583e-11
337,3.38e-05,198.916,946293,9.46293e+07,-4.29474e-19,3.10605e-20,1.95316e-14,7.64902e-11,1.38793e-12,7.78781e-11
338,3.39e-05,199.375,949092,9.49092e+07,-4.29593e-19,3.13049e-20,1.95899e-14,7.67224e-11,1.37535e-12,7.80978e-11
339,3.4e-05,199.849,951891,9.51891e+07,-4.29701e-19,3.15375e-20,1.96482e-14,7.69546e-11,1.36279e-12,7.83174e-11
340,3.41e-05,200.363,954690,9.5469e+07,-4.29776e-19,3.17061e-20,1.97065e-14,7.71866e-11,1.35024e-12,7.85369e-11
341,3.42e-05,200.912,957490,9.5749e+07,-4.29847e-19,3.1893e-20,1.97647e-14,7.74186e-11,1.3377e-12,7.87563e-11
342,3.43e-05,201.41,960290,9.6029e+07,-4.29914e-19,3.20599e-20,1.9823e-14,7.76506e-11,1.32518e-12,7.89757e-11
343,3.44e-05,201.88,963089,9.63089e+07,-4.2996e-19,3.22079e-20,1.98813e-14,7.78823e-11,1.31268e-12,7.9195e-11
344,3.45e-05,202.349,965888,9.65888e+07,-4.30013e-19,3.23427e-20,1.99395e-14,7.81139e-11,1.3002e-12,7.94141e-11
345,3.46e-05,202.824,968686,9.68686e+07,-4.30068e-19,3.24473e-20,1.99977e-14,7.83453e-11,1.28772e-12,7.9633e-11
346,3.47e-05,203.291,971485,9.71485e+07,-4.30118e-19,3.25907e-20,2.00559e-14,7.85766e-11,1.27527e-12,7.98519e-11
347,3.48e-05,203.77,974282,9.74282e+07,-4.30139e-19,3.27142e-20,2.0114e-14,7.88077e-11,1.26283e-12,8.00705e-11
348,3.49e-05,204.224,977082,9.77082e+07,-4.30134e-19,3.28524e-20,2.01722e-14,7.90389e-11,1.25039e-12,8.02893e-11
349,3.5e-05,204.686,979882,9.79882e+07,-4.3011e-19,3.29848e-20,2.02303e-14,7.927e-11,1.23797e-12,8.0508e-11
350,3.51e-05,205.143,982681,9.82681e+07,-4.30069e-19,3.31044e-20,2.02885e-14,7.95009e-11,1.22557e-12,8.07265e-11
351,3.52e-05,205.6,985479,9.85479e+07,-4.30013e-19,3.32064e-20,2.03466e-14,7.97316e-11,1.21319e-12,8.09447e-11
352,3.53e-05,206.052,988276,9.88276e+07,-4.29954e-19,3.33177e-20,2.04046e-14,7.9962e-11,1.20082e-12,8.11628e-11
353,3.54e-05,206.505,991075,9.91075e+07,-4.29881e-19,3.34132e-20,2.04627e-14,8.01925e-11,1.18847e-12,8.1381e-11
354,3.55e-05,206.953,993874,9.93874e+07,-4.29793e-19,3.35015e-20,2.05208e-14,8.04229e-11,1.17615e-12,8.1599e-11
355,3.56e-05,207.395,996674,9.96674e+07,-4.29701e-19,3.35848e-20,2.05788e-14,8.06532e-11,1.16384e-12,8.18171e-11
356,3.57e-05,207.87,999474,9.99474e+07,-4.29615e-19,3.3666e-20,2.06369e-14,8.08834e-11,1.15155e-12,8.2035e-11
357,3.58e-05,208.33,1002273,1.00227e+08,-4.29528e-19,3.37384e-20,2.06949e-14,8.11134e-11,1.13928e-12,8.22527e-11
358,3.59e-05,208.771,1005072,1.00507e+08,-4.2946e-19,3.38036e-20,2.07529e-14,8.13433e-11,1.12703e-12,8.24703e-11
359,3.6e-05,209.214,1007872,1.00787e+08,-4.29404e-19,3.3862e-20,2.08109e-14,8.15731e-11,1.11479e-12,8.26879e-11
360,3.61e-05,209.673,1010671,1.01067e+08,-4.29363e-19,3.3923e-20,2.08689e-14,8.18027e-11,1.10257e-12,8.29053e-11
361,3.62e-05,210.181,1013469,1.01347e+08,-4.29351e-19,3.39497e-20,2.09268e-14,8.20321e-11,1.09037e-12,8.31224e-11
362,3.63e-05,210.75,1016268,1.01627e+08,-4.2936e-19,3.40034e-20,2.09847e-14,8.22614e-11,1.07819e-12,8.33396e-11
363,3.64e-05,211.208,1019066,1.01907e+08,-4.29406e-19,3.40601e-20,2.10426e-14,8.24905e-11,1.06604e-12,8.35565e-11
364,3.65e-05,211.692,1021865,1.02186e+08,-4.29443e-19,3.41329e-20,2.11005e-14,8.27195e-11,1.05392e-12,8.37734e-11
365,3.66e-05,212.161,1024663,1.02466e+08,-4.29507e-19,3.42103e-20,2.11584e-14,8.29483e-11,1.04181e-12,8.39901e-11
366,3.67e-05,212.624,1027463,1.02746e+08,-4.2959e-19,3.42931e-20,2.12163e-14,8.31771e-11,1.02974e-12,8.42068e-11
367,3.68e-05,213.073,1030262,1.03026e+08,-4.29688e-19,3.43879e-20,2.12741e-14,8.34057e-11,1.01768e-12,8.44233e-11
368,3.69e-05,213.518,1033061,1.03306e+08,-4.29804e-19,3.44503e-20,2.13319e-14,8.36341e-11,1.00565e-12,8.46397e-11
369,3.7e-05,213.956,1035860,1.03586e+08,-4.29916e-19,3.45183e-20,2.13897e-14,8.38624e-11,9.93636e-13,8.4856e-11
370,3.71e-05,214.411,1038660,1.03866e+08,-4.3003e-19,3.45641e-20,2.14475e-14,8.40906e-11,9.81651e-13,8.50722e-11
371,3.72e-05,214.839,1041460,1.04146e+08,-4.30152e-19,3.46027e-20,2.15053e-14,8.43187e-11,9.69691e-13,8.52883e-11
372,3.73e-05,215.269,1044259,1.04426e+08,-4.30274e-19,3.46286e-20,2.1563e-14,8.45465e-11,9.57752e-13,8.55042e-11
373,3.74e-05,215.707,1047058,1.04706e+08,-4.30415e-19,3.46518e-20,2.16208e-14,8.47741e-11,9.45843e-13,8.57199e-11
374,3.75e-05,216.172,1049858,1.04986e+08,-4.30572e-19,3.4652e-20,2.16785e-14,8.50017e-11,9.33969e-13,8.59356e-11
375,3.76e-05,216.6,1052657,1.05266e+08,-4.30754e-19,3.46297e-20,2.17362e-14,8.5229e-11,9.2213e-13,8.61511e-11
376,3.77e-05,217.026,1055455,1.05546e+08,-4.30956e-19,3.4596e-20,2.17938e-14,8.54561e-11,9.10317e-13,8.63664e-11
377,3.78e-05,217.455,1058254,1.05825e+08,-4.31185e-19,3.45486e-20,2.18515e-14,8.56831e-11,8.98534e-13,8.65816e-11
378,3.79e-05,217.894,1061054,1.06105e+08,-4.31438e-19,3.44909e-20,2.19091e-14,8.591e-11,8.86781e-13,8.67968e-11
379,3.8e-05,218.328,1063853,1.06385e+08,-4.31709e-19,3.43827e-20,2.19667e-14,8.61367e-11,8.7506e-13,8.70117e-11
380,3.81e-05,218.769,1066649,1.06665e+08,-4.31984e-19,3.42792e-20,2.20242e-14,8.63629e-11,8.63366e-13,8.72263e-11
381,3.82e-05,219.276,1069447,1.06945e+08,-4.32319e-19,3.41794e-20,2.20818e-14,8.65891e-11,8.51706e-13,8.74408e-11
382,3.83e-05,219.727,1072246,1.07225e+08,-4.32675e-19,3.40814e-20,2.21393e-14,8.68153e-11,8.40081e-13,8.76553e-11
383,3.84e-05,220.154,1075045,1.07504e+08,-4.33091e-19,3.40003e-20,2.21968e-14,8.70412e-11,8.28489e-13,8.78697e-11
384,3.85e-05,220.58,1077845,1.07784e+08,-4.33536e-19,3.39091e-20,2.22543e-14,8.72671e-11,8.16933e-13,8.8084e-11
385,3.86e-05,221.02,1080645,1.08064e+08,-4.34026e-19,3.38168e-20,2.23118e-14,8.74928e-11,8.05419e-13,8.82982e-11
386,3.87e-05,221.458,1083444,1.08344e+08,-4.34569e-19,3.37188e-20,2.23693e-14,8.77182e-11,7.93949e-13,8.85121e-11
387,3.88e-05,221.892,1086244,1.08624e+08,-4.35137e-19,3.36069e-20,2.24267e-14,8.79435e-11,7.82518e-13,8.8726e-11
388,3.89e-05,222.391,1089043,1.08904e+08,-4.3576e-19,3.35023e-20,2.24841e-14,8.81685e-11,7.71121e-13,8.89397e-11
389,3.9e-05,222.837,1091841,1.09184e+08,-4.364e-19,3.33874e-20,2.25415e-14,8.83933e-11,7.59765e-13,8.91531e-11
390,3.91e-05,223.282,1094640,1.09464e+08,-4.37068e-19,3.32519e-20,2.25989e-14,8.8618e-11,7.4845e-13,8.93664e-11
391,3.92e-05,223.726,1097440,1.09744e+08,-4.37798e-19,3.31212e-20,2.26562e-14,8.88426e-11,7.37176e-13,8.95797e-11
392,3.93e-05,224.15,1100238,1.10024e+08,-4.3858e-19,3.30129e-20,2.27135e-14,8.90667e-11,7.25939e-13,8.97927e-11
393,3.94e-05,224.57,1103035,1.10304e+08,-4.39378e-19,3.29068e-20,2.27708e-14,8.92906e-11,7.14745e-13,9.00053e-11
394,3.95e-05,224.99,1105835,1.10584e+08,-4.40252e-19,3.28091e-20,2.2828e-14,8.95145e-11,7.03603e-13,9.02181e-11
395,3.96e-05,225.407,1108634,1.10863e+08,-4.41191e-19,3.27491e-20,2.28853e-14,8.97382e-11,6.92514e-13,9.04307e-11
396,3.97e-05,225.827,1111434,1.11143e+08,-4.42182e-19,3.26999e-20,2.29425e-14,8.99617e-11,6.81472e-13,9.06432e-11
397,3.98e-05,226.26,1114233,1.11423e+08,-4.43236e-19,3.2678e-20,2.29997e-14,9.0185e-11,6.7048e-13,9.08555e-11
398,3.99e-05,226.682,1117032,1.11703e+08,-4.44329e-19,3.26794e-20,2.30569e-14,9.04081e-11,6.5954e-13,9.10676e-11
399,4e-05,227.112,1119831,1.11983e+08,-4.45476e-19,3.2708e-20,2.3114e-14,9.06309e-11,6.48651e-13,9.12796e-11
400,4.01e-05,227.564,1122630,1.12263e+08,-4.46699e-19,3.27829e-20,2.31711e-14,9.08535e-11,6.37812e-13,9.14913e-11
