ts,time,wall_time,mp_count.X,real_count.X,px.X,py.X,pz.X,KE.X,mp_count.X+,real_count.X+,px.X+,py.X+,pz.X+,KE.X+,PE,E_total
334,6.7e-05,6.95122,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
335,6.72e-05,6.95566,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
336,6.74e-05,6.95967,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
337,6.76e-05,6.96355,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
338,6.78e-05,6.96807,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
339,6.8e-05,6.97242,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
340,6.82e-05,6.97701,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
341,6.84e-05,6.98195,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
342,6.86e-05,6.98658,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
343,6.88e-05,6.99106,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
344,6.9e-05,6.99617,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
345,6.92e-05,7.00135,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
346,6.94e-05,7.00642,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
347,6.96e-05,7.01083,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
348,6.98e-05,7.01582,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
349,7e-05,7.02004,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
350,7.02e-05,7.02473,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
351,7.04e-05,7.86721,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
352,7.06e-05,7.87063,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
353,7.08e-05,7.87639,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
354,7.1e-05,7.88285,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
355,7.12e-05,7.88826,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
356,7.14e-05,7.89311,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
357,7.16e-05,7.89806,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
358,7.18e-05,7.90241,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
359,7.2e-05,7.90671,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
360,7.22e-05,7.91086,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
361,7.24e-05,7.91497,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
362,7.26e-05,7.91897,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
363,7.28e-05,7.92325,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
364,7.3e-05,7.92757,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
365,7.32e-05,7.93186,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
366,7.34e-05,7.93594,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
367,7.36e-05,7.94021,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
368,7.38e-05,7.94449,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
369,7.4e-05,7.9488,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
370,7.42e-05,7.95288,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
371,7.44e-05,7.95693,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
372,7.46e-05,7.96088,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
373,7.48e-05,7.96487,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
374,7.5e-05,7.96871,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
375,7.52e-05,7.97284,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
376,7.54e-05,7.97737,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
377,7.56e-05,7.98163,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
378,7.58e-05,7.98607,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
379,7.6e-05,7.99035,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
380,7.62e-05,7.99459,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
381,7.64e-05,7.99906,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
382,7.66e-05,8.00322,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
383,7.68e-05,8.00688,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
384,7.7e-05,8.0105,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
385,7.72e-05,8.0142,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
386,7.74e-05,8.01764,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
387,7.76e-05,8.02178,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
388,7.78e-05,8.02566,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
389,7.8e-05,8.03008,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
390,7.82e-05,8.03384,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
391,7.84e-05,8.03838,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
392,7.86e-05,8.0426,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
393,7.88e-05,8.04687,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
394,7.9e-05,8.05033,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
395,7.92e-05,8.05392,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
396,7.94e-05,8.05781,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
397,7.96e-05,8.06222,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
398,7.98e-05,8.06611,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
399,8e-05,8.06993,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
400,8.02e-05,8.07437,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
401,8.04e-05,8.86163,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
402,8.06e-05,8.86551,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
403,8.08e-05,8.86969,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
404,8.1e-05,8.87414,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
405,8.12e-05,8.88021,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
406,8.14e-05,8.88476,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
407,8.16e-05,8.88935,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
408,8.18e-05,8.89343,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
409,8.2e-05,8.89793,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
410,8.22e-05,8.90152,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
411,8.24e-05,8.90614,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
412,8.26e-05,8.91035,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
413,8.28e-05,8.91496,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
414,8.3e-05,8.9192,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
415,8.32e-05,8.92359,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
416,8.34e-05,8.92786,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
417,8.36e-05,8.93256,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
418,8.38e-05,8.93696,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
419,8.4e-05,8.94112,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
420,8.42e-05,8.94542,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
421,8.44e-05,8.95029,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
422,8.46e-05,8.95468,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
423,8.48e-05,8.95965,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
424,8.5e-05,8.96387,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
425,8.52e-05,8.96746,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
426,8.54e-05,8.97216,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
427,8.56e-05,8.97702,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
428,8.58e-05,8.98094,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
429,8.6e-05,8.98457,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
430,8.62e-05,8.98927,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
431,8.64e-05,8.99402,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
432,8.66e-05,8.99934,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
433,8.68e-05,9.00476,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
434,8.7e-05,9.00956,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
435,8.72e-05,9.01455,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
436,8.74e-05,9.0191,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
437,8.76e-05,9.0229,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
438,8.78e-05,9.0272,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
439,8.8e-05,9.03268,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
440,8.82e-05,9.03747,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
441,8.84e-05,9.04269,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
442,8.86e-05,9.04782,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
443,8.88e-05,9.05304,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
444,8.9e-05,9.05716,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
445,8.92e-05,9.06205,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
446,8.94e-05,9.06653,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
447,8.96e-05,9.07123,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
448,8.98e-05,9.07572,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
449,9e-05,9.08066,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
450,9.02e-05,9.0851,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
451,9.04e-05,9.92763,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
452,9.06e-05,9.93307,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
453,9.08e-05,9.93876,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
454,9.1e-05,9.94487,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
455,9.12e-05,9.95089,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
456,9.14e-05,9.95618,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
457,9.16e-05,9.96184,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
458,9.18e-05,9.96829,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
459,9.2e-05,9.97518,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
460,9.22e-05,9.98033,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
461,9.24e-05,9.98517,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
462,9.26e-05,9.9908,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
463,9.28e-05,9.99681,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
464,9.3e-05,10.0023,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
465,9.32e-05,10.0065,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
466,9.34e-05,10.0102,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
467,9.36e-05,10.0139,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
468,9.38e-05,10.0175,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
469,9.4e-05,10.0212,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
470,9.42e-05,10.0254,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
471,9.44e-05,10.0297,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
472,9.46e-05,10.0338,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
473,9.48e-05,10.0387,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
474,9.5e-05,10.0434,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
475,9.52e-05,10.0481,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
476,9.54e-05,10.053,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
477,9.56e-05,10.0575,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
478,9.58e-05,10.0621,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
479,9.6e-05,10.0662,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
480,9.62e-05,10.0707,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
481,9.64e-05,10.0745,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
482,9.66e-05,10.0783,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
483,9.68e-05,10.0819,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
484,9.7e-05,10.0856,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
485,9.72e-05,10.0906,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
486,9.74e-05,10.0956,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
487,9.76e-05,10.1007,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
488,9.78e-05,10.1063,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
489,9.8e-05,10.1113,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
490,9.82e-05,10.116,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
491,9.84e-05,10.1205,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
492,9.86e-05,10.1255,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
493,9.88e-05,10.1298,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
494,9.9e-05,10.1341,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
495,9.92e-05,10.1399,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
496,9.94e-05,10.1451,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
497,9.96e-05,10.1501,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
498,9.98e-05,10.1558,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
499,0.0001,10.1608,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
500,0.0001002,10.9258,0,0,0,0,0,0,0,0,0,0,0,0,2.55643e-07,2.55643e-07
